Date,Depth,Temp
2012-10-01,0,54
2012-10-02,0,56
2012-10-03,0,61
2012-10-04,0,60
2012-10-05,0,57
2012-10-06,0,54
2012-10-07,0,45
2012-10-08,0,54
2012-10-09,0,53
2012-10-10,0,58
2012-10-11,0,60
2012-10-12,0,44
2012-10-13,0,38
2012-10-14,0,51
2012-10-15,0,52
2012-10-16,0,54
2012-10-17,0,52
2012-10-18,0,52
2012-10-19,0,58
2012-10-20,0,58
2012-10-21,0,51
2012-10-22,0,52
2012-10-23,0,55
2012-10-24,0,53
2012-10-25,0,43
2012-10-26,0,36
2012-10-27,0,41
2012-10-28,0,47
2012-10-29,0,49
2012-10-30,0,54
2012-10-31,0,54
2012-11-01,0,53
2012-11-02,0,51
2012-11-03,0,49
2012-11-04,0,49
2012-11-05,0,49
2012-11-06,0,54
2012-11-07,0,54
2012-11-08,0,50
2012-11-09,0,36
2012-11-10,0,34
2012-11-11,3,16
2012-11-12,8,38
2012-11-13,6,36
2012-11-14,5,46
2012-11-15,5,46
2012-11-16,4,45
2012-11-17,4,42
2012-11-18,4,40
2012-11-19,4,45
2012-11-20,4,52
2012-11-21,4,44
2012-11-22,4,45
2012-11-23,4,44
2012-11-24,3,42
2012-11-25,3,41
2012-11-26,3,39
2012-11-27,3,43
2012-11-28,3,42
2012-11-29,3,40
2012-11-30,3,47
2012-12-01,3,41
2012-12-02,3,43
2012-12-03,3,39
2012-12-04,3,44
2012-12-05,3,47
2012-12-06,3,44
2012-12-07,3,36
2012-12-08,3,35
2012-12-09,3,24
2012-12-10,17,21
2012-12-11,12,21
2012-12-12,11,37
2012-12-13,9,40
2012-12-14,9,29
2012-12-15,17,21
2012-12-16,18,18
2012-12-17,18,25
2012-12-18,17,27
2012-12-19,16,26
2012-12-20,20,26
2012-12-21,17,40
2012-12-22,17,41
2012-12-23,17,32
2012-12-24,16,30
2012-12-25,20,23
2012-12-26,20,33
2012-12-27,20,18
2012-12-28,20,16
2012-12-29,20,33
2012-12-30,20,30
2012-12-31,19,21
2013-01-01,28,14
2013-01-02,26,28
2013-01-03,25,20
2013-01-04,23,24
2013-01-05,22,40
2013-01-06,22,42
2013-01-07,21,39
2013-01-08,20,41
2013-01-09,20,40
2013-01-10,20,36
2013-01-11,19,24
2013-01-12,22,11
2013-01-13,22,10
2013-01-14,22,9
2013-01-15,23,17
2013-01-16,22,35
2013-01-17,21,35
2013-01-18,21,40
2013-01-19,20,43
2013-01-20,20,44
2013-01-21,20,42
2013-01-22,20,42
2013-01-23,19,51
2013-01-24,19,40
2013-01-25,19,39
2013-01-26,19,37
2013-01-27,22,31
2013-01-28,22,29
2013-01-29,27,14
2013-01-30,32,16
2013-01-31,30,26
2013-02-01,29,28
2013-02-02,28,40
2013-02-03,27,38
2013-02-04,27,40
2013-02-05,27,45
2013-02-06,27,39
2013-02-07,26,33
2013-02-08,26,27
2013-02-09,27,30
2013-02-10,27,18
2013-02-11,27,23
2013-02-12,29,17
2013-02-13,29,41
2013-02-14,29,33
2013-02-15,29,27
2013-02-16,29,34
2013-02-17,28,42
2013-02-18,28,30
2013-02-19,28,40
2013-02-20,29,25
2013-02-21,33,21
2013-02-22,36,23
2013-02-23,40,29
2013-02-24,37,26
2013-02-25,44,21
2013-02-26,41,25
2013-02-27,40,26
2013-02-28,39,30
2013-03-01,38,34
2013-03-02,37,43
2013-03-03,36,46
2013-03-04,35,32
2013-03-05,35,45
2013-03-06,35,45
2013-03-07,34,49
2013-03-08,33,44
2013-03-09,39,24
2013-03-10,42,22
2013-03-11,45,36
2013-03-12,43,41
2013-03-13,42,45
2013-03-14,40,52
2013-03-15,38,55
2013-03-16,37,49
2013-03-17,37,41
2013-03-18,37,41
2013-03-19,37,35
2013-03-20,37,42
2013-03-21,36,43
2013-03-22,36,41
2013-03-23,36,28
2013-03-24,36,29
2013-03-25,36,30
2013-03-26,36,43
2013-03-27,35,47
2013-03-28,34,49
2013-03-29,34,48
2013-03-30,33,50
2013-03-31,32,47
2013-04-01,32,50
2013-04-02,32,46
2013-04-03,32,40
2013-04-04,32,48
2013-04-05,31,51
2013-04-06,30,51
2013-04-07,30,50
2013-04-08,29,51
2013-04-09,28,34
2013-04-10,33,24
2013-04-11,37,39
2013-04-12,34,43
2013-04-13,34,48
2013-04-14,32,48
2013-04-15,31,50
2013-04-16,30,54
2013-04-17,30,42
2013-04-18,30,23
2013-04-19,30,41
2013-04-20,30,42
2013-04-21,30,49
2013-04-22,29,53
2013-04-23,28,41
2013-04-24,29,46
2013-04-25,28,52
2013-04-26,28,48
2013-04-27,28,51
2013-04-28,26,55
2013-04-29,25,59
2013-04-30,23,59
2013-05-01,22,56
2013-05-02,22,40
2013-05-03,21,47
2013-05-04,20,51
2013-05-05,19,49
2013-05-06,18,39
2013-05-07,17,51
2013-05-08,17,47
2013-05-09,17,48
2013-05-10,16,37
2013-05-11,18,47
2013-05-12,16,50
2013-05-13,14,60
2013-05-14,12,60
2013-05-15,9,57
2013-05-16,6,60
2013-05-17,4,60
2013-05-18,3,54
2013-05-19,1,49
2013-05-20,0,47
2013-05-21,0,54
2013-05-22,0,57
2013-05-23,0,63
2013-05-24,0,62
2013-05-25,0,61
2013-05-26,0,60
2013-05-27,0,56
2013-05-28,0,57
2013-05-29,0,50
2013-05-30,0,55
2013-05-31,0,59
