Date,Depth,Temp
2016-10-01,0,55
2016-10-02,0,55
2016-10-03,0,47
2016-10-04,0,43
2016-10-05,0,48
2016-10-06,0,46
2016-10-07,0,51
2016-10-08,0,48
2016-10-09,0,43
2016-10-10,0,50
2016-10-11,0,55
2016-10-12,0,54
2016-10-13,0,54
2016-10-14,0,55
2016-10-15,0,57
2016-10-16,0,58
2016-10-17,0,54
2016-10-18,0,55
2016-10-19,0,51
2016-10-20,0,47
2016-10-21,0,53
2016-10-22,0,54
2016-10-23,0,54
2016-10-24,0,60
2016-10-25,0,44
2016-10-26,0,53
2016-10-27,0,55
2016-10-28,0,54
2016-10-29,0,52
2016-10-30,0,55
2016-10-31,0,52
2016-11-01,0,45
2016-11-02,0,50
2016-11-03,0,48
2016-11-04,0,38
2016-11-05,1,37
2016-11-06,4,35
2016-11-07,4,43
2016-11-08,4,40
2016-11-09,4,46
2016-11-10,3,46
2016-11-11,3,37
2016-11-12,3,45
2016-11-13,3,40
2016-11-14,3,45
2016-11-15,3,58
2016-11-16,2,48
2016-11-17,2,36
2016-11-18,2,35
2016-11-19,2,42
2016-11-20,2,49
2016-11-21,2,36
2016-11-22,9,26
2016-11-23,9,33
2016-11-24,8,34
2016-11-25,8,37
2016-11-26,8,42
2016-11-27,8,31
2016-11-28,8,16
2016-11-29,9,18
2016-11-30,14,20
2016-12-01,12,28
2016-12-02,11,24
2016-12-03,11,31
2016-12-04,11,40
2016-12-05,11,33
2016-12-06,11,26
2016-12-07,11,22
2016-12-08,11,26
2016-12-09,10,33
2016-12-10,10,40
2016-12-11,10,31
2016-12-12,10,33
2016-12-13,10,35
2016-12-14,10,37
2016-12-15,10,43
2016-12-16,9,32
2016-12-17,12,28
2016-12-18,16,15
2016-12-19,15,31
2016-12-20,14,39
2016-12-21,14,39
2016-12-22,14,34
2016-12-23,19,28
2016-12-24,19,36
2016-12-25,20,26
2016-12-26,24,27
2016-12-27,22,39
2016-12-28,22,33
2016-12-29,21,38
2016-12-30,21,39
2016-12-31,20,32
2017-01-01,20,24
2017-01-02,23,22
2017-01-03,22,24
2017-01-04,22,25
2017-01-05,21,27
2017-01-06,26,19
2017-01-07,29,26
2017-01-08,27,34
2017-01-09,26,34
2017-01-10,26,27
2017-01-11,26,29
2017-01-12,26,36
2017-01-13,25,39
2017-01-14,25,40
2017-01-15,25,31
2017-01-16,34,31
2017-01-17,34,31
2017-01-18,34,23
2017-01-19,33,28
2017-01-20,32,20
2017-01-21,38,21
2017-01-22,47,24
2017-01-23,45,27
2017-01-24,45,20
2017-01-25,45,11
2017-01-26,46,8
2017-01-27,45,15
2017-01-28,44,24
2017-01-29,43,38
2017-01-30,42,44
2017-01-31,41,38
2017-02-01,41,39
2017-02-02,40,42
2017-02-03,40,42
2017-02-04,40,39
2017-02-05,39,44
2017-02-06,39,29
2017-02-07,39,37
2017-02-08,39,40
2017-02-09,39,47
2017-02-10,38,48
2017-02-11,37,44
2017-02-12,37,38
2017-02-13,38,36
2017-02-14,40,29
2017-02-15,41,37
2017-02-16,41,44
2017-02-17,39,41
2017-02-18,39,43
2017-02-19,39,33
2017-02-20,39,35
2017-02-21,39,48
2017-02-22,39,35
2017-02-23,39,27
2017-02-24,39,21
2017-02-25,39,26
2017-02-26,39,21
2017-02-27,39,26
2017-02-28,43,24
2017-03-01,46,30
2017-03-02,46,37
2017-03-03,44,40
2017-03-04,44,43
2017-03-05,43,44
2017-03-06,42,29
2017-03-07,42,33
2017-03-08,42,44
2017-03-09,42,47
2017-03-10,41,51
2017-03-11,41,47
2017-03-12,41,44
2017-03-13,40,44
2017-03-14,39,48
2017-03-15,38,54
2017-03-16,38,50
2017-03-17,37,52
2017-03-18,37,54
2017-03-19,36,53
2017-03-20,35,53
2017-03-21,34,53
2017-03-22,33,54
2017-03-23,32,47
2017-03-24,38,33
2017-03-25,45,47
2017-03-26,44,36
2017-03-27,43,44
2017-03-28,42,36
2017-03-29,46,37
2017-03-30,45,45
2017-03-31,43,42
2017-04-01,43,28
2017-04-02,47,37
2017-04-03,46,32
2017-04-04,45,29
2017-04-05,49,35
2017-04-06,48,49
2017-04-07,46,50
2017-04-08,45,50
2017-04-09,43,43
2017-04-10,42,44
2017-04-11,42,49
2017-04-12,41,54
2017-04-13,41,54
2017-04-14,40,53
2017-04-15,39,51
2017-04-16,38,53
2017-04-17,36,55
2017-04-18,35,55
2017-04-19,35,53
2017-04-20,34,48
2017-04-21,33,47
2017-04-22,32,44
2017-04-23,31,51
2017-04-24,31,51
2017-04-25,30,35
2017-04-26,38,35
2017-04-27,37,33
2017-04-28,37,27
2017-04-29,44,26
2017-04-30,51,33
2017-05-01,47,44
2017-05-02,44,52
2017-05-03,41,49
2017-05-04,39,55
2017-05-05,37,59
2017-05-06,34,61
2017-05-07,32,53
2017-05-08,31,52
2017-05-09,30,39
2017-05-10,30,35
2017-05-11,32,48
2017-05-12,30,53
2017-05-13,28,55
2017-05-14,27,57
2017-05-15,26,56
2017-05-16,24,47
2017-05-17,22,45
2017-05-18,22,38
2017-05-19,20,38
2017-05-20,18,47
2017-05-21,16,52
2017-05-22,13,52
2017-05-23,11,49
2017-05-24,11,58
2017-05-25,9,58
2017-05-26,7,55
2017-05-27,4,56
2017-05-28,2,53
2017-05-29,1,52
2017-05-30,1,57
2017-05-31,0,53
