Date,Depth,Temp
2015-10-01,0,62
2015-10-02,0,59
2015-10-03,0,47
2015-10-04,0,44
2015-10-05,0,46
2015-10-06,0,47
2015-10-07,0,46
2015-10-08,0,40
2015-10-09,0,48
2015-10-10,0,55
2015-10-11,0,53
2015-10-12,0,58
2015-10-13,0,60
2015-10-14,0,61
2015-10-15,0,59
2015-10-16,0,53
2015-10-17,0,54
2015-10-18,0,44
2015-10-19,0,41
2015-10-20,0,46
2015-10-21,1,34
2015-10-22,10,34
2015-10-23,10,37
2015-10-24,8,36
2015-10-25,8,43
2015-10-26,7,43
2015-10-27,7,42
2015-10-28,6,40
2015-10-29,6,36
2015-10-30,9,34
2015-10-31,14,39
2015-11-01,12,48
2015-11-02,11,52
2015-11-03,11,46
2015-11-04,10,34
2015-11-05,12,21
2015-11-06,16,31
2015-11-07,15,33
2015-11-08,15,36
2015-11-09,14,40
2015-11-10,14,40
2015-11-11,14,28
2015-11-12,14,42
2015-11-13,14,43
2015-11-14,14,43
2015-11-15,14,41
2015-11-16,16,31
2015-11-17,33,20
2015-11-18,36,25
2015-11-19,33,37
2015-11-20,31,35
2015-11-21,29,34
2015-11-22,28,45
2015-11-23,27,42
2015-11-24,26,37
2015-11-25,26,40
2015-11-26,25,34
2015-11-27,25,29
2015-11-28,24,28
2015-11-29,24,33
2015-11-30,25,15
2015-12-01,25,21
2015-12-02,25,34
2015-12-03,24,39
2015-12-04,24,42
2015-12-05,24,33
2015-12-06,24,44
2015-12-07,23,45
2015-12-08,23,39
2015-12-09,23,42
2015-12-10,23,45
2015-12-11,23,31
2015-12-12,23,29
2015-12-13,29,26
2015-12-14,32,31
2015-12-15,36,8
2015-12-16,38,12
2015-12-17,38,15
2015-12-18,36,35
2015-12-19,34,39
2015-12-20,34,26
2015-12-21,33,22
2015-12-22,32,21
2015-12-23,36,21
2015-12-24,39,22
2015-12-25,38,23
2015-12-26,40,19
2015-12-27,41,23
2015-12-28,46,22
2015-12-29,46,18
2015-12-30,45,13
2015-12-31,46,20
2016-01-01,45,25
2016-01-02,44,29
2016-01-03,43,36
2016-01-04,43,31
2016-01-05,43,23
2016-01-06,44,25
2016-01-07,56,18
2016-01-08,56,18
2016-01-09,69,20
2016-01-10,65,18
2016-01-11,62,24
2016-01-12,59,37
2016-01-13,57,38
2016-01-14,56,28
2016-01-15,55,23
2016-01-16,54,16
2016-01-17,54,19
2016-01-18,53,34
2016-01-19,51,28
2016-01-20,51,23
2016-01-21,51,27
2016-01-22,50,40
2016-01-23,49,42
2016-01-24,49,31
2016-01-25,49,20
2016-01-26,49,20
2016-01-27,51,42
2016-01-28,50,42
2016-01-29,49,35
2016-01-30,49,39
2016-01-31,48,26
2016-02-01,49,23
2016-02-02,59,11
2016-02-03,66,9
2016-02-04,63,32
2016-02-05,61,16
2016-02-06,59,33
2016-02-07,57,38
2016-02-08,56,40
2016-02-09,55,41
2016-02-10,55,43
2016-02-11,54,45
2016-02-12,53,49
2016-02-13,53,46
2016-02-14,52,42
2016-02-15,52,37
2016-02-16,52,46
2016-02-17,51,48
2016-02-18,51,46
2016-02-19,51,41
2016-02-20,50,43
2016-02-21,50,47
2016-02-22,50,37
2016-02-23,49,21
2016-02-24,57,30
2016-02-25,55,38
2016-02-26,52,45
2016-02-27,52,43
2016-02-28,51,43
2016-02-29,51,40
2016-03-01,51,43
2016-03-02,50,44
2016-03-03,49,45
2016-03-04,49,47
2016-03-05,49,47
2016-03-06,48,38
2016-03-07,48,34
2016-03-08,48,35
2016-03-09,48,36
2016-03-10,48,46
2016-03-11,47,49
2016-03-12,47,43
2016-03-13,47,40
2016-03-14,47,40
2016-03-15,46,33
2016-03-16,46,37
2016-03-17,46,41
2016-03-18,45,43
2016-03-19,45,39
2016-03-20,45,39
2016-03-21,45,46
2016-03-22,43,45
2016-03-23,43,23
2016-03-24,43,35
2016-03-25,43,35
2016-03-26,43,26
2016-03-27,43,37
2016-03-28,44,43
2016-03-29,43,42
2016-03-30,43,24
2016-03-31,43,34
2016-04-01,43,28
2016-04-02,49,37
2016-04-03,47,44
2016-04-04,46,48
2016-04-05,44,48
2016-04-06,44,46
2016-04-07,42,51
2016-04-08,42,36
2016-04-09,44,35
2016-04-10,46,44
2016-04-11,44,37
2016-04-12,44,42
2016-04-13,50,42
2016-04-14,48,51
2016-04-15,46,45
2016-04-16,49,30
2016-04-17,51,31
2016-04-18,54,33
2016-04-19,57,31
2016-04-20,55,41
2016-04-21,52,47
2016-04-22,50,53
2016-04-23,49,51
2016-04-24,47,46
2016-04-25,46,47
2016-04-26,46,35
2016-04-27,46,43
2016-04-28,46,44
2016-04-29,46,32
2016-04-30,47,35
2016-05-01,50,32
2016-05-02,50,37
2016-05-03,48,45
2016-05-04,48,51
2016-05-05,46,56
2016-05-06,45,52
2016-05-07,44,43
2016-05-08,43,40
2016-05-09,42,39
2016-05-10,42,48
2016-05-11,41,50
2016-05-12,41,51
2016-05-13,39,55
2016-05-14,37,53
2016-05-15,35,45
2016-05-16,34,48
2016-05-17,33,46
2016-05-18,32,37
2016-05-19,31,42
2016-05-20,30,52
2016-05-21,27,55
2016-05-22,24,52
2016-05-23,21,52
2016-05-24,18,52
2016-05-25,16,51
2016-05-26,14,48
2016-05-27,13,48
2016-05-28,12,52
2016-05-29,10,57
2016-05-30,9,56
2016-05-31,7,52
