Date,Depth,Temp
2007-10-01,1,56
2007-10-02,1,47
2007-10-03,1,54
2007-10-04,1,54
2007-10-05,1,54
2007-10-06,1,55
2007-10-07,1,44
2007-10-08,1,57
2007-10-09,1,54
2007-10-10,1,54
2007-10-11,1,58
2007-10-12,0,57
2007-10-13,0,51
2007-10-14,1,43
2007-10-15,1,45
2007-10-16,1,48
2007-10-17,1,33
2007-10-18,1,35
2007-10-19,1,49
2007-10-20,1,54
2007-10-21,1,36
2007-10-22,2,37
2007-10-23,1,52
2007-10-24,0,52
2007-10-25,1,58
2007-10-26,1,57
2007-10-27,1,55
2007-10-28,1,53
2007-10-29,1,52
2007-10-30,1,48
2007-10-31,1,48
2007-11-01,1,44
2007-11-02,1,47
2007-11-03,1,47
2007-11-04,0,48
2007-11-05,1,54
2007-11-06,1,47
2007-11-07,0,48
2007-11-08,1,50
2007-11-09,1,52
2007-11-10,0,49
2007-11-11,1,46
2007-11-12,1,48
2007-11-13,1,44
2007-11-14,1,47
2007-11-15,1,46
2007-11-16,1,44
2007-11-17,1,48
2007-11-18,1,51
2007-11-19,1,55
2007-11-20,1,47
2007-11-21,1,35
2007-11-22,1,34
2007-11-23,3,25
2007-11-24,7,24
2007-11-25,6,38
2007-11-26,5,33
2007-11-27,5,37
2007-11-28,5,31
2007-11-29,5,36
2007-11-30,4,36
2007-12-01,8,35
2007-12-02,10,27
2007-12-03,10,44
2007-12-04,10,49
2007-12-05,10,43
2007-12-06,11,33
2007-12-07,11,33
2007-12-08,11,31
2007-12-09,17,24
2007-12-10,17,29
2007-12-11,23,24
2007-12-12,27,20
2007-12-13,30,35
2007-12-14,29,17
2007-12-15,32,23
2007-12-16,29,33
2007-12-17,28,34
2007-12-18,27,30
2007-12-19,27,30
2007-12-20,26,34
2007-12-21,25,24
2007-12-22,30,18
2007-12-23,30,21
2007-12-24,30,42
2007-12-25,28,29
2007-12-26,29,26
2007-12-27,28,10
2007-12-28,34,13
2007-12-29,32,10
2007-12-30,32,73
2007-12-31,31,16
2008-01-01,30,34
2008-01-02,30,39
2008-01-03,29,40
2008-01-04,29,29
2008-01-05,29,27
2008-01-06,32,91
2008-01-07,41,71
2008-01-08,47,24
2008-01-09,45,21
2008-01-10,45,18
2008-01-11,43,24
2008-01-12,43,22
2008-01-13,42,29
2008-01-14,42,26
2008-01-15,41,28
2008-01-16,41,13
2008-01-17,41,15
2008-01-18,40,18
2008-01-19,40,22
2008-01-20,40,30
2008-01-21,39,30
2008-01-22,40,28
2008-01-23,39,28
2008-01-24,39,26
2008-01-25,39,86
2008-01-26,40,31
2008-01-27,40,33
2008-01-28,41,80
2008-01-29,47,47
2008-01-30,45,89
2008-01-31,50,93
2008-02-01,48,39
2008-02-02,48,65
2008-02-03,48,106
2008-02-04,53,96
2008-02-05,56,69
2008-02-06,59,21
2008-02-07,57,82
2008-02-08,55,85
2008-02-09,54,84
2008-02-10,53,42
2008-02-11,53,33
2008-02-12,52,32
2008-02-13,51,41
2008-02-14,51,38
2008-02-15,50,37
2008-02-16,50,33
2008-02-17,51,24
2008-02-18,51,33
2008-02-19,50,38
2008-02-20,50,36
2008-02-21,50,24
2008-02-22,56,26
2008-02-23,59,82
2008-02-24,61,76
2008-02-25,63,26
2008-02-26,62,29
2008-02-27,61,39
2008-02-28,60,43
2008-02-29,60,47
2008-03-01,59,47
2008-03-02,58,31
2008-03-03,62,17
2008-03-04,61,33
2008-03-05,60,80
2008-03-06,78,17
2008-03-07,80,22
2008-03-08,75,31
2008-03-09,72,84
2008-03-10,76,90
2008-03-11,74,112
2008-03-12,71,41
2008-03-13,69,67
2008-03-14,67,34
2008-03-15,67,36
2008-03-16,65,36
2008-03-17,65,79
2008-03-18,64,34
2008-03-19,64,39
2008-03-20,63,44
2008-03-21,61,42
2008-03-22,62,40
2008-03-23,61,33
2008-03-24,61,44
2008-03-25,60,47
2008-03-26,59,46
2008-03-27,58,45
2008-03-28,57,46
2008-03-29,56,45
2008-03-30,55,46
2008-03-31,55,38
2008-04-01,55,44
2008-04-02,54,49
2008-04-03,54,35
2008-04-04,54,39
2008-04-05,54,40
2008-04-06,53,44
2008-04-07,53,43
2008-04-08,52,42
2008-04-09,52,31
2008-04-10,64,23
2008-04-11,72,25
2008-04-12,73,60
2008-04-13,70,43
2008-04-14,66,49
2008-04-15,63,51
2008-04-16,60,47
2008-04-17,59,28
2008-04-18,66,43
2008-04-19,60,50
2008-04-20,59,50
2008-04-21,58,47
2008-04-22,57,53
2008-04-23,55,54
2008-04-24,54,48
2008-04-25,53,40
2008-04-26,52,44
2008-04-27,51,39
2008-04-28,51,49
2008-04-29,50,54
2008-04-30,48,51
2008-05-01,47,36
2008-05-02,47,35
2008-05-03,46,43
2008-05-04,46,53
2008-05-05,44,56
2008-05-06,43,53
2008-05-07,42,51
2008-05-08,41,47
2008-05-09,40,50
2008-05-10,40,46
2008-05-11,39,52
2008-05-12,38,52
2008-05-13,36,45
2008-05-14,36,36
2008-05-15,41,31
2008-05-16,44,42
2008-05-17,41,49
2008-05-18,39,57
2008-05-19,37,61
2008-05-20,34,63
2008-05-21,32,58
2008-05-22,31,34
2008-05-23,,33
2008-05-24,38,39
2008-05-25,35,56
2008-05-26,32,55
2008-05-27,31,56
2008-05-28,29,49
2008-05-29,27,56
2008-05-30,25,58
2008-05-31,23,62
